#	chr1	start1	end1	chr2	start2	end2	sign
612630	X	8924072	8924165	X	62099600	62099695	+
612631	X	8924804	8924917	X	62100609	62100714	+
612632	X	8925209	8925496	X	62101345	62101615	+
612633	X	8953558	8953968	X	62115847	62116232	+
612635	X	8961891	8961990	X	62122411	62122509	+
612636	X	9031208	9031399	X	62143858	62144043	+
612637	X	9043825	9043926	X	132691947	132692048	-
612638	X	9050767	9050921	X	132690973	132691131	-
612639	X	9053920	9054262	X	132686482	132686826	-
612640	X	9055803	9055994	X	132685808	132686000	-
612641	X	9056441	9056543	X	132685613	132685714	-
612642	X	9058037	9058300	X	132683577	132683840	-
612643	X	9060053	9060144	X	132682190	132682281	-
612644	X	9073808	9073990	X	132674209	132674392	-
612645	X	9075177	9075382	X	132673133	132673340	-
612646	X	9080159	9080337	X	132670171	132670349	-
612647	X	9102837	9102933	X	132654079	132654175	-
612648	X	9103505	9103877	X	132653078	132653464	-
612649	X	9105137	9106154	X	132650116	132651093	-
612651	X	9112421	9112494	X	132644021	132644094	-
612652	X	9135209	9135298	X	132638917	132639006	-
612653	X	9140058	9140219	X	132631837	132631993	-
612654	X	9149547	9149688	X	132628958	132629100	-
612655	X	9151782	9151931	X	132626877	132627022	-
612656	X	9153541	9153700	X	132625088	132625245	-
612657	X	9171219	9171284	X	132600263	132600328	-
612659	X	9194951	9195082	X	132573239	132573367	-
612661	X	9196736	9196892	X	132567749	132567918	-
612662	X	9226095	9226349	X	132532926	132533188	-
612663	X	9226894	9228165	X	132531465	132532713	-
612664	X	9228761	9228874	X	132531053	132531162	-
612665	X	9229019	9229125	X	132530771	132530873	-
612666	X	9238295	9238677	X	132520341	132520724	-
612667	X	9245532	9245674	X	132514152	132514290	-
612668	X	9246620	9247383	X	132511345	132512083	-
612669	X	9251615	9252181	X	132507137	132507697	-
612670	X	9253646	9253805	X	132505477	132505636	-
612672	X	9263870	9263979	X	132498129	132498237	-
612673	X	9281809	9282472	X	132451966	132452630	+
612676	X	9472405	9472465	X	95578437	95578497	+
612683	X	9606699	9606814	X	14327446	14327560	+
612684	X	9611068	9611209	X	133468005	133468146	+
612685	X	9683192	9683266	X	62576471	62576545	-
612686	X	9762041	9762148	X	149994244	149994351	-
612687	X	9769351	9769593	X	149991903	149992145	-
612688	X	9797349	9798674	X	149984614	149986014	-
612690	X	9805771	9805827	X	19223656	19223712	-
612692	X	9806734	9806844	X	149983311	149983421	-
612693	X	9810020	9810201	X	149981267	149981449	-
612695	X	9816878	9816953	X	149980203	149980278	-
612696	X	9817545	9817853	X	149979396	149979705	-
612697	X	9830366	9830473	X	149977941	149978050	-
612698	X	9830981	9831043	X	149977523	149977585	-
612699	X	9831544	9831937	X	149977019	149977415	-
612700	X	9833347	9833905	X	149975216	149975752	-
612701	X	9834288	9834481	X	149974766	149974947	-
612702	X	9838061	9838186	X	149969968	149970092	-
612703	X	9838656	9838773	X	149969729	149969843	-
612704	X	9840056	9840366	X	149968118	149968427	-
612705	X	9840978	9841473	X	149967220	149967710	-
612706	X	9841674	9841766	X	149966758	149966850	-
612707	X	9843323	9843407	X	149965163	149965247	-
612708	X	9844349	9844410	X	149964161	149964222	-
612709	X	9845117	9846384	X	149961863	149963112	-
612710	X	9848560	9848814	X	149959141	149959392	-
612711	X	9849061	9849159	X	149958807	149958906	-
612712	X	9849296	9849497	X	149958465	149958664	-
612713	X	9850752	9851018	X	149957337	149957598	-
612714	X	9853334	9854009	X	149954728	149955397	-
612715	X	9856356	9856828	X	149951879	149952348	-
612716	X	9856953	9857264	X	149951454	149951754	-
612717	X	9857270	9857348	X	149951337	149951415	-
612718	X	9857508	9857642	X	149950973	149951099	-
612719	X	9860948	9861340	X	149949422	149949817	-
612720	X	9864343	9864942	X	149944965	149945560	-
612721	X	9866020	9866193	X	149943617	149943789	-
612722	X	9866707	9866791	X	149943383	149943467	-
612723	X	9868074	9868488	X	149942450	149942830	-
612724	X	9868720	9868951	X	149941822	149942063	-
612725	X	9869383	9869998	X	149940960	149941554	-
612726	X	9870298	9870367	X	149940649	149940718	-
612727	X	9870849	9871109	X	149939710	149939974	-
612728	X	9871713	9871882	X	149939156	149939323	-
612729	X	9872417	9873156	X	149937981	149938712	-
612730	X	9879662	9880294	X	149932775	149933404	-
612731	X	9883020	9884111	X	149929378	149930433	-
612732	X	9885392	9885804	X	149926860	149927271	-
612733	X	9887146	9887359	X	149925983	149926196	-
612734	X	9889684	9890126	X	149921671	149922098	-
612735	X	9890299	9890556	X	149921251	149921509	-
612736	X	9890665	9891675	X	149920188	149921151	-
612737	X	9891872	9892050	X	149919776	149919950	-
612738	X	9892283	9893062	X	149918462	149919228	-
612739	X	9894304	9894595	X	149916771	149917065	-
612740	X	9894625	9894781	X	149916612	149916751	-
612741	X	9895310	9895386	X	149915811	149915887	-
612742	X	9896923	9897098	X	149914390	149914564	-
612743	X	9906677	9906758	X	149910164	149910245	-
612744	X	9910597	9911934	X	149907040	149908281	-
612745	X	9914879	9915744	X	149903785	149904640	-
612746	X	9919669	9919742	X	149901018	149901091	-
612747	X	9920132	9920446	X	149900614	149900912	-
612748	X	9920724	9920770	X	149900180	149900226	-
612749	X	9920993	9921075	X	149899911	149899993	-
612750	X	9925367	9926726	X	149894806	149896221	-
612751	X	9926764	9927124	X	149894394	149894738	-
612752	X	9928712	9929391	X	149890927	149891625	-
612753	X	9930379	9931542	X	149887474	149888653	-
612754	X	9931810	9934237	X	149884883	149887216	-
612755	X	9934286	9934587	X	149884491	149884797	-
612756	X	9934762	9935708	X	149883349	149884292	-
612757	X	9938913	9939044	X	149881916	149882046	-
612758	X	9941623	9942176	X	149879214	149879746	-
612759	X	9942229	9942309	X	149878541	149878621	-
612760	X	9942319	9943237	X	149877459	149878302	-
612761	X	9943988	9944435	X	149876618	149877044	-
612762	X	9946376	9946634	X	149874599	149874835	-
612763	X	9950698	9951272	X	149867233	149867785	-
612764	X	9951444	9951552	X	149866921	149867030	-
612765	X	9951723	9951876	X	149866637	149866779	-
612766	X	9952186	9952292	X	149866472	149866578	-
612767	X	9960665	9960942	X	149864316	149864592	-
612768	X	9961275	9961345	X	149863790	149863860	-
612769	X	9964169	9964373	X	149858747	149858953	-
612770	X	9968280	9968403	X	149857023	149857147	-
612771	X	9972291	9974011	X	149849537	149851274	-
612772	X	9974242	9975569	X	149848002	149849304	-
612773	X	9976378	9976467	X	149847400	149847489	-
612774	X	9980316	9980551	X	149844344	149844597	-
612775	X	9981637	9982642	X	149842086	149843089	-
612776	X	9983053	9983415	X	149839542	149839902	-
612777	X	9983746	9983849	X	149839423	149839533	-
612778	X	9984199	9984422	X	149838741	149838957	-
612779	X	9985338	9985612	X	149837461	149837724	-
612780	X	9988666	9989225	X	149834322	149834886	-
612781	X	9990256	9991215	X	149832357	149833350	-
612782	X	9991411	9992598	X	149831042	149832167	-
612784	X	9996472	9996510	X	149825619	149825657	-
612785	X	9996711	9996803	X	149825292	149825384	-
612786	X	9996845	9996944	X	149825184	149825283	-
612789	X	10011580	10012255	X	149818215	149818918	-
612790	X	10012463	10012814	X	149817739	149818092	-
612791	X	10014023	10014136	X	149817064	149817177	-
612792	X	10015502	10016953	X	149814626	149816104	-
612793	X	10017126	10017174	X	149814477	149814525	-
612794	X	10018161	10018947	X	149813093	149813891	-
612795	X	10019584	10019876	X	149812573	149812859	-
612796	X	10021973	10022923	X	149810387	149811339	-
612797	X	10023714	10023795	X	149809541	149809626	-
612798	X	10023998	10024843	X	149808493	149809318	-
612799	X	10025267	10025794	X	149806894	149807420	-
612800	X	10025857	10026008	X	149806581	149806731	-
612801	X	10026101	10026264	X	149806379	149806551	-
612802	X	10028584	10029547	X	149804170	149805050	-
612803	X	10035820	10035860	X	149804046	149804086	-
612804	X	10037408	10038040	X	149802943	149803543	-
612805	X	10039024	10039209	X	149802082	149802267	-
612806	X	10039553	10039866	X	149801382	149801707	-
612807	X	10040551	10041592	X	149799241	149800224	-
612808	X	10042344	10042490	X	149798693	149798839	-
612809	X	10042888	10043906	X	149797243	149798267	-
612810	X	10044010	10044274	X	149796863	149797116	-
612811	X	10049962	10050153	X	149792317	149792504	-
612812	X	10051268	10051326	X	149791394	149791452	-
612813	X	10051631	10051741	X	149788262	149788370	-
612814	X	10054123	10054187	X	149778265	149778333	-
612815	X	10055421	10056478	X	149776545	149777527	-
612816	X	10056869	10056992	X	149775440	149775574	-
612817	X	10057065	10058922	X	149773060	149774881	-
612818	X	10062172	10063317	X	149769051	149770229	-
612819	X	10063427	10063594	X	149768871	149769028	-
612820	X	10067572	10068108	X	149766121	149766642	-
612821	X	10068379	10068706	X	149765524	149765847	-
612822	X	10069288	10069670	X	149764766	149765118	-
612823	X	10069735	10069842	X	149764610	149764708	-
612824	X	10071040	10071418	X	149762178	149762573	-
612825	X	10072859	10072950	X	149757586	149757673	-
612826	X	10073293	10073515	X	149757355	149757578	-
612827	X	10073722	10073949	X	149756895	149757115	-
612828	X	10074249	10074428	X	149756452	149756631	-
612829	X	10074908	10075034	X	149755868	149755994	-
612830	X	10075370	10075656	X	149755552	149755815	-
612831	X	10076313	10076450	X	149753762	149753899	-
612832	X	10076779	10076920	X	149752968	149753106	-
612833	X	10077308	10077476	X	149752742	149752910	-
612834	X	10079050	10080194	X	149751332	149752433	-
612835	X	10080255	10080311	X	149744727	149744784	-
612836	X	10081704	10081800	X	149742568	149742664	-
612837	X	10082445	10083083	X	149741620	149742239	-
612838	X	10083814	10085287	X	149739513	149740931	-
612839	X	10088302	10088534	X	149730714	149730946	-
612840	X	10089312	10089414	X	149730431	149730533	-
612841	X	10090144	10090423	X	149729265	149729542	-
612842	X	10090734	10090921	X	149728799	149728983	-
612843	X	10096195	10096486	X	149726018	149726306	-
612844	X	10096942	10097004	X	149725504	149725566	-
612845	X	10105882	10106561	X	149716047	149716697	-
612846	X	10108306	10108379	X	149714179	149714252	-
612847	X	10109922	10110700	X	149711916	149712716	-
612848	X	10110713	10110807	X	149711801	149711904	-
612849	X	10111347	10111467	X	149710300	149710418	-
612850	X	10111655	10111800	X	149709663	149709813	-
612851	X	10112317	10112518	X	149708826	149709009	-
612852	X	10112612	10113079	X	149708303	149708748	-
612854	X	10127158	10127745	X	149703652	149704239	-
612855	X	10131608	10131688	X	149699282	149699353	-
612856	X	10132406	10133145	X	149698299	149699031	-
612857	X	10133451	10133551	X	149697927	149698031	-
612858	X	10133823	10135775	X	149695732	149697634	-
612859	X	10143501	10143895	X	149693735	149694122	-
612860	X	10145663	10146591	X	149691262	149692174	-
612861	X	10146669	10149025	X	149688730	149691197	-
612862	X	10149049	10149272	X	149688409	149688640	-
612863	X	10151336	10151542	X	149686498	149686702	-
612864	X	10151758	10151869	X	149686194	149686304	-
612865	X	10152451	10152552	X	149685867	149685968	-
612866	X	10153513	10153585	X	149684777	149684849	-
612867	X	10155949	10156642	X	149680559	149681262	-
612868	X	10157274	10157476	X	149679471	149679672	-
612869	X	10159251	10159608	X	149677058	149677425	-
612870	X	10160160	10160625	X	149676108	149676544	-
612871	X	10161263	10161977	X	149674448	149675113	-
612872	X	10162457	10162532	X	149666298	149666373	-
612873	X	10163556	10163899	X	149665290	149665636	-
612874	X	10163984	10164647	X	149664598	149665208	-
612875	X	10170345	10170789	X	149662604	149663044	-
612876	X	10171048	10172037	X	149661173	149662124	-
612878	X	10174380	10174819	X	149658844	149659279	-
612879	X	10175952	10176391	X	149658063	149658482	-
612880	X	10178799	10178884	X	149657414	149657499	-
612881	X	10179410	10179831	X	149656082	149656515	-
612882	X	10192778	10192840	X	149652266	149652328	-
612883	X	10193768	10193947	X	149647270	149647448	-
612884	X	10195440	10195576	X	149646047	149646182	-
612885	X	10195581	10195663	X	149645948	149646030	-
612886	X	10195772	10196362	X	149645226	149645840	-
612887	X	10199662	10199842	X	149623452	149623631	-
612888	X	10200009	10201130	X	149622186	149623291	-
612889	X	10201854	10202000	X	149621552	149621694	-
612890	X	10206159	10207511	X	149617986	149619276	-
612891	X	10209318	10209694	X	149616562	149616944	-
612892	X	10214039	10214544	X	149613623	149614124	-
612893	X	10214983	10216315	X	149612080	149613430	-
612894	X	10216922	10217699	X	149608752	149609511	-
612895	X	10220382	10220889	X	149603502	149604013	-
612896	X	10224115	10224251	X	149593838	149593974	-
612897	X	10224783	10225141	X	149592943	149593285	-
612898	X	10225474	10225627	X	149591687	149591840	-
612899	X	10229019	10229178	X	149586560	149586717	-
612900	X	10232308	10232492	X	149581339	149581520	-
612901	X	10233429	10234153	X	149579432	149580148	-
612902	X	10236022	10236310	X	149575022	149575306	-
612903	X	10237005	10237077	X	149574284	149574357	-
612904	X	10237248	10237483	X	149573888	149574128	-
612905	X	10237567	10237735	X	149573326	149573495	-
612906	X	10237788	10237941	X	149573172	149573326	-
612907	X	10238043	10238737	X	149571661	149572324	-
612908	X	10244132	10244644	X	149566441	149566955	-
612909	X	10246454	10246869	X	149564047	149564469	-
612910	X	10247717	10247995	X	149562246	149562524	-
612911	X	10250182	10250613	X	149560021	149560446	-
612912	X	10250959	10251371	X	149559288	149559690	-
612913	X	10251422	10251506	X	149559055	149559139	-
612914	X	10251661	10252280	X	149558291	149558901	-
612915	X	10252648	10253353	X	149557261	149557956	-
612916	X	10253604	10253689	X	149556746	149556831	-
612917	X	10257392	10257516	X	149551110	149551234	-
612919	X	10259519	10259613	X	149548985	149549079	-
612920	X	10262846	10263210	X	149543090	149543431	-
612921	X	10265918	10266424	X	149539376	149539880	-
612922	X	10266455	10266717	X	149531126	149531382	-
612923	X	10266876	10267063	X	149530684	149530869	-
612924	X	10273935	10274046	X	149530180	149530292	-
612925	X	10277639	10277794	X	149528165	149528321	-
612926	X	10280672	10280861	X	149509232	149509420	+
612927	X	10285613	10286155	X	149513543	149514080	+
612928	X	10286603	10286709	X	149514953	149515062	+
612929	X	10289123	10289200	X	149498529	149498606	-
612930	X	10289499	10289855	X	149497883	149498249	-
612931	X	10291225	10291285	X	149497771	149497831	-
612932	X	10292887	10293479	X	149492850	149493426	-
612933	X	10295638	10295707	X	149486966	149487035	-
612934	X	10295862	10295951	X	149486670	149486759	-
612935	X	10301302	10301871	X	149478616	149479173	-
612936	X	10302313	10302929	X	149477913	149478529	-
612937	X	10303328	10304002	X	149476647	149477307	-
612938	X	10304286	10304366	X	149476333	149476413	-
612939	X	10304461	10304515	X	149476246	149476300	-
612940	X	10304779	10306248	X	149474159	149475597	-
612941	X	10307941	10308005	X	149471198	149471262	-
612942	X	10308229	10308363	X	149470832	149470967	-
612943	X	10318551	10319191	X	149464359	149465031	-
612944	X	10324885	10324980	X	149458854	149458949	-
612945	X	10325144	10325231	X	149458636	149458723	-
612946	X	10325873	10326383	X	149457396	149457896	-
612947	X	10326519	10327319	X	149454905	149455723	-
612948	X	10330672	10330883	X	149443688	149443887	+
612949	X	10330958	10331457	X	149443924	149444423	+
612950	X	10340144	10340595	X	149439170	149439629	-
612951	X	10350065	10350240	X	149428095	149428272	-
612952	X	10351422	10351638	X	149425910	149426119	-
612953	X	10353405	10353926	X	149424111	149424651	-
612954	X	10354276	10354877	X	149423297	149423892	-
612955	X	10356616	10356777	X	149414076	149414234	-
612956	X	10357143	10357965	X	149412812	149413645	-
612957	X	10366927	10367196	X	149412084	149412336	-
612958	X	10369506	10370102	X	149406788	149407380	-
612959	X	10374377	10374939	X	149401694	149402247	-
612960	X	10375681	10375870	X	149400224	149400414	-
612961	X	10383224	10383402	X	149385128	149385298	-
612962	X	10383854	10383914	X	149380694	149380754	-
612963	X	10384172	10385041	X	149376460	149377281	-
612964	X	10385160	10385265	X	149376285	149376388	-
612965	X	10391701	10392195	X	149363031	149363528	-
612966	X	10394786	10396346	X	149360768	149362279	-
612967	X	10396519	10396593	X	149360508	149360582	-
612968	X	10399332	10399587	X	149358225	149358481	-
612969	X	10405673	10406538	X	149346517	149347336	-
612970	X	10408269	10408406	X	149344622	149344745	+
612971	X	10408623	10408684	X	149345347	149345408	+
612972	X	10411789	10411868	X	149341205	149341284	-
612973	X	10413109	10413509	X	149338951	149339348	-
612974	X	10413628	10413706	X	149338384	149338462	-
612975	X	10416091	10416377	X	149335960	149336244	-
612976	X	10418806	10419174	X	149328228	149328581	-
612977	X	10425747	10425844	X	149324675	149324771	-
612978	X	10426601	10426683	X	149323774	149323853	-
612979	X	10427728	10427865	X	149322817	149322955	-
612980	X	10427975	10428347	X	149322368	149322726	-
612981	X	10432922	10433129	X	149319949	149320157	-
612982	X	10435195	10435751	X	149317687	149318232	-
612983	X	10436086	10436813	X	149316708	149317404	-
612984	X	10450061	10450475	X	149310277	149310693	-
612985	X	10456565	10456999	X	149305932	149306365	-
612986	X	10458452	10458967	X	149304214	149304721	-
612987	X	10459463	10460058	X	149302336	149302930	-
612988	X	10460438	10460684	X	149300546	149300780	-
612989	X	10460990	10461052	X	149300329	149300391	-
612990	X	10463047	10463578	X	149299052	149299566	-
612991	X	10466833	10466888	X	149289454	149289509	-
612992	X	10467123	10467272	X	149289048	149289197	-
612993	X	10469252	10469410	X	149287875	149288030	-
612994	X	10470487	10470641	X	149286970	149287124	-
612995	X	10470747	10471308	X	149286138	149286698	-
612996	X	10471989	10472052	X	149283262	149283325	-
612997	X	10472133	10472312	X	149282559	149282738	-
612998	X	10472437	10472605	X	149282266	149282435	-
612999	X	10475181	10475523	X	149279049	149279404	-
613000	X	10475716	10475843	X	149278739	149278865	-
613001	X	10477511	10478226	X	149276968	149277666	-
613002	X	10478865	10479088	X	149275795	149276018	-
613003	X	10479457	10479647	X	149275196	149275383	-
613004	X	10480737	10480894	X	149273418	149273577	-
613005	X	10481081	10481206	X	149273124	149273252	-
613006	X	10481439	10481599	X	149272736	149272894	-
613007	X	10481997	10482376	X	149271793	149272188	-
613008	X	10483172	10483349	X	149270636	149270812	-
613009	X	10483928	10484429	X	149269541	149270035	-
613010	X	10486612	10487420	X	149266446	149267267	-
613011	X	10490934	10491411	X	149263898	149264374	-
613012	X	10492579	10492874	X	149261877	149262177	-
613013	X	10493211	10493978	X	149260816	149261578	-
613014	X	10495239	10495374	X	149259211	149259344	-
613015	X	10500719	10501345	X	149252450	149253084	-
613016	X	10503191	10503604	X	149250750	149251174	-
613017	X	10504475	10504726	X	149249528	149249773	-
613018	X	10507424	10508157	X	149244405	149245154	-
613020	X	10510964	10511840	X	149241521	149242381	-
613021	X	10512936	10513028	X	149240335	149240427	-
613022	X	10552193	10552320	X	149238384	149238508	-
613023	X	10554994	10555085	X	149236028	149236119	-
613024	X	10555618	10555751	X	149235668	149235801	-
613025	X	10556084	10556742	X	149234410	149235117	-
613026	X	10559154	10559627	X	149231038	149231489	-
613027	X	10560811	10561208	X	149229112	149229482	-
613028	X	10566193	10566348	X	149227460	149227614	-
613029	X	10566617	10566755	X	149227081	149227225	-
613031	X	10567249	10567341	X	149226530	149226630	-
613032	X	10568408	10569432	X	149224332	149225338	-
613033	X	10576600	10577144	X	149221474	149222020	-
613034	X	10577467	10577521	X	149221200	149221251	-
613035	X	10578967	10579083	X	149219129	149219245	-
613036	X	10579768	10579991	X	149218146	149218364	-
613037	X	10580665	10581137	X	149216970	149217445	-
613038	X	10581149	10581296	X	149216671	149216818	-
613039	X	10582804	10582859	X	149214865	149214920	-
613040	X	10583741	10584507	X	149213281	149214052	-
613041	X	10585604	10586251	X	149211798	149212446	-
613042	X	10587176	10587244	X	149210552	149210620	-
613043	X	10588148	10588290	X	149209787	149209925	-
613044	X	10590479	10591359	X	149207348	149208188	-
613045	X	10596278	10596785	X	149201510	149202009	-
613046	X	10600344	10600685	X	149199940	149200284	-
613047	X	10603353	10604008	X	149196648	149197308	-
613048	X	10606212	10606334	X	149193306	149193428	-
613049	X	10609617	10609834	X	149189667	149189885	-
613050	X	10614475	10614635	X	149184970	149185126	-
613051	X	10616759	10617029	X	149181289	149181563	-
613052	X	10625099	10625173	X	149174325	149174399	-
613053	X	10626034	10626146	X	149173190	149173304	-
613054	X	10626319	10626835	X	149172532	149173031	-
613055	X	10637393	10637596	X	149131365	149131566	-
613056	X	10639766	10640240	X	149129681	149130166	-
613057	X	10641022	10641357	X	149128923	149129262	-
613058	X	10643041	10643282	X	149127991	149128225	-
613059	X	10646216	10646569	X	149111210	149111562	-
613060	X	10651475	10651600	X	149109312	149109429	-
613061	X	10655799	10656913	X	149105928	149107049	-
613062	X	10657832	10658058	X	149103653	149103876	-
613063	X	10664916	10665201	X	149096847	149097118	-
613064	X	10665811	10666377	X	149095640	149096209	-
613065	X	10666565	10666990	X	149094716	149095127	-
613066	X	10667179	10667349	X	149094522	149094707	-
613067	X	10677666	10677773	X	149093069	149093176	-
613068	X	10677883	10678020	X	149092932	149093054	-
613069	X	10681877	10682466	X	149089265	149089854	-
613070	X	10682605	10683073	X	149088671	149089134	-
613071	X	10683896	10683948	X	149086280	149086332	-
613072	X	10684257	10684372	X	149085918	149086024	-
613073	X	10684939	10685063	X	149085270	149085389	-
613074	X	10686004	10686682	X	149082846	149083520	-
613075	X	10687640	10687821	X	149081405	149081586	-
613076	X	10688161	10688234	X	149080740	149080813	-
613077	X	10688446	10688551	X	149080495	149080596	-
613078	X	10688991	10689302	X	149078702	149079012	-
613079	X	10690187	10690376	X	149077573	149077764	-
613080	X	10693907	10694374	X	149071870	149072379	-
613081	X	10694624	10694943	X	149070375	149070695	-
613082	X	10696031	10696393	X	149068734	149069094	-
613083	X	10697247	10697788	X	149067314	149067855	-
613084	X	10698253	10698412	X	149066545	149066695	-
613085	X	10700915	10701166	X	149065293	149065533	-
613086	X	10701176	10701436	X	149064983	149065225	-
613087	X	10703282	10703416	X	149064267	149064400	-
613088	X	10703817	10704284	X	149063113	149063579	-
